"類別","日文","發音","英文翻譯","中文","例句"
"Lesson 24","ほかに","ほかに","Besides","另外、其他","ほかに何かありますか。"
"Lesson 24","弁当","べんとう","Lunch Box","便當","弁当を作りました。"
"Lesson 24","お年玉","おとしだま","New year's gift (money)","壓歲錢","お年玉をもらいました。"
"Lesson 24","入学祝い","にゅうがくいわい","Admission gift","入學賀禮","入学祝いをもらいました。"
"Lesson 24","卒業祝い","そつぎょういわい","Graduation gift","畢業賀禮","卒業祝いをあげます。"
"Lesson 24","結婚祝い","けっこんいわい","Wedding gift","結婚賀禮","結婚祝いをあげます。"
"Lesson 24","出産祝い","しゅっさんいわい","Birth gift","出生賀禮","出産祝いをあげます。"
"Lesson 24","お中元","おちゅうげん","Gift to person you have respect","中元節禮品","お中元をあげます。"
"Lesson 24","お香典","おこうでん","Condolence money","弔慰金","お香典を持っていきます。"
"Lesson 24","お見舞い","おみまい","Present given to a sick person","探病禮品","お見舞いに行きます。"
"Lesson 25","考えます","かんがえます","Think, Consider","思考、考慮","よく考えてから決めます。"
"Lesson 25","着きます","つきます","Arrive","到達、抵達","駅に着きました。"
"Lesson 25","留学します","りゅうがくします","Study abroad","留學","来年日本に留学します。"
"Lesson 25","取ります","とります","Grow old","上（年紀）","年を取ると体が弱くなります。"
"Lesson 25","田舎","いなか","Countryside, hometown","鄉下、家鄉","田舎に帰ります。"
"Lesson 25","大使館","たいしかん","Embassy","大使館","大使館に行きます。"
"Lesson 25","億","おく","Hundred million","億","一億円あったら、何をしますか。"
"Lesson 25","もし「～たら」","もし「～たら」","If ~","如果～的話","もし時間があったら、行きます。"
"Lesson 25","いくら「～ても」","いくら「～でも」","However~, even if~","無論怎麼～","いくら練習しても上手になりません。"
"Lesson 25","転勤","てんきん","Transfer","調職","来月転勤になりました。"
"Lesson 25","赤ちゃん","あかちゃん","Baby","嬰兒","赤ちゃんが生まれました。"
"Lesson 25","生まれます","うまれます","Be born","出生","子どもが生まれました。"
"Lesson 25","保育園","ほいくえん","Nursery school","托兒所","保育園に子どもを預けます。"
"Lesson 25","幼稚園","ようちえん","Kindergarten","幼稚園","子どもが幼稚園に入りました。"
"Lesson 25","学校に入ります","がっこうにはいります","Enter school","入學","来年学校に入ります。"
"Lesson 25","大学院","だいがくいん","Post graduate school","研究所","大学院で研究します。"
"Lesson 25","学校を出ます","がっこうをでます","Graduate from school","學校畢業","来年学校を出ます。"
"Lesson 25","就職します","しゅうしょくします","Get a job","就職、找到工作","卒業後すぐ就職します。"
"Lesson 25","子どもが生まれます","こどもがうまれます","Have a child","生孩子","子どもが生まれました。"
"Lesson 25","離婚します","りこんします","Divorce","離婚","離婚しました。"
"Lesson 25","再婚します","さいこんします","Marry again","再婚","再婚しました。"
"Lesson 25","仕事をやめます","しごとをやめます","Retire","辭職、退休","仕事をやめました。"
"Lesson 25","死にます","しにます","Die","去世、死亡","祖父が死にました。"
"Lesson 26","見ます","みます","Check","確認","スケジュールを見ます。"
"Lesson 26","探します、捜します","さがします","Look for, search","尋找","鍵を探しています。"
"Lesson 26","遅れます","おくれます","Be late","遲到、延誤","会議に遅れました。"
"Lesson 26","間に合います","まにあいます","Be in time","趕上、來得及","電車に間に合いました。"
"Lesson 26","やります","やります","Do","做","宿題をやります。"
"Lesson 26","参加します","さんかします","Attend","參加","パーティーに参加します。"
"Lesson 26","申し込みます","もうしこみます","Apply for, enter for","申請、報名","コースに申し込みます。"
"Lesson 26","都合がいい","つごうがいい","Convenient [time]","方便（時間）","明日は都合がいいですか。"
"Lesson 26","都合が悪い","つごうがわるい","Inconvenient [time]","不方便（時間）","明日は都合が悪いです。"
"Lesson 26","気分がいい","きぶんがいい","Feel well","心情好、感覺好","今日は気分がいいです。"
"Lesson 26","気分が悪い","きぶんがわるい","Feel ill","心情不好、不舒服","気分が悪いです。"
"Lesson 26","新聞社","しんぶんしゃ","Newspaper publishing company","報社","新聞社で働いています。"
"Lesson 26","柔道","じゅうどう","Judo","柔道","柔道を習っています。"
"Lesson 26","運動会","うんどうかい","Athletic meeting","運動會","学校の運動会があります。"
"Lesson 26","場所","ばしょ","Place","地點、場所","場所はどこですか。"
"Lesson 26","～弁","～べん","～Dialect","～方言","大阪弁が好きです。"
"Lesson 26","今度","こんど","Next time, another time","下次、這次","今度いっしょに行きましょう。"
"Lesson 26","ずいぶん","ずいぶん","Pretty, very","相當、非常","ずいぶん上手になりましたね。"
"Lesson 26","直接","ちょくせつ","Directly","直接","直接電話してください。"
"Lesson 26","いつでも","いつでも","Anytime","隨時","いつでも来てください。"
"Lesson 26","どこでも","どこでも","Anywhere","任何地方","どこでも行きます。"
"Lesson 26","だれでも","だれでも","Anybody","任何人","だれでも参加できます。"
"Lesson 26","何でも","なんでも","Anything","什麼都","何でも食べます。"
"Lesson 26","片づきます","かたづきます","[boxes] be put in order","整理好","部屋が片づきました。"
"Lesson 26","ごみ","ごみ","Garbage","垃圾","ごみを捨ててください。"
"Lesson 26","燃えます","もえます","[trash] Burn","燃燒（垃圾）","燃えるごみはここに捨てます。"
"Lesson 26","置き場","おきば","Place where something is put","放置處","ごみの置き場はどこですか。"
"Lesson 26","横","よこ","Side","旁邊","机の横に椅子があります。"
"Lesson 26","瓶","びん","Bottle","瓶子","瓶のごみはここです。"
"Lesson 26","缶","かん","Can [Drink]","罐子","缶のごみはここに捨てます。"
"Lesson 26","「お」湯","「お」ゆ","Hot water","熱水","お湯を飲みます。"
"Lesson 26","連絡します","れんらくします","Contact","聯絡","後で連絡します。"
"Lesson 26","困ったなあ。","こまったなあ。","What shall I do?","真傷腦筋啊。","困ったなあ。"
"Lesson 26","宇宙","うちゅう","Space, Universe","宇宙","宇宙に行きたいです。"
"Lesson 26","怖い","こわい","Be afraid of","可怕的","宇宙は怖いと思います。"
"Lesson 26","宇宙船","うちゅうせん","Spaceship","太空船","宇宙船に乗りたいです。"
"Lesson 26","別の","べつの","Another","另一個的","別の日にしましょう。"
"Lesson 26","宇宙飛行士","うちゅうひこうし","Astronaut","太空人","宇宙飛行士になりたいです。"
"Lesson 26","紙くず","かみくず","Paper","廢紙","紙くずを捨てます。"
"Lesson 26","生ごみ","なまごみ","Garbage","廚餘","生ごみはここに捨てます。"
"Lesson 27","飼います","かいます","Keep a pet, raise an animal","飼養（寵物）","犬を飼っています。"
"Lesson 27","建てます","たてます","Build","建造","家を建てます。"
"Lesson 27","走ります","はしります","Run, Drive down the road","跑、行駛","車が道を走っています。"
"Lesson 27","見えます","みえます","[a mountain] can be seen","看得見","ここから富士山が見えます。"
"Lesson 27","聞こえます","きこえます","[a sound] can be heard","聽得到","音楽が聞こえます。"
"Lesson 27","できます","できます","[something] be made, be completed, come into existence","完成、出現","新しい駅ができました。"
"Lesson 27","開きます","ひらきます","Set up [a class], open, hold","開辦、舉行","来月クラスが開きます。"
"Lesson 27","鳥","とり","Bird","鳥","庭に鳥がいます。"
"Lesson 27","声","こえ","Voice","聲音","鳥の声が聞こえます。"
"Lesson 27","波","なみ","Wave","波浪","海の波が見えます。"
"Lesson 27","花火","はなび","Fireworks","煙火","夏に花火が見えます。"
"Lesson 27","景色","けしき","Scenery, view","景色","ここからの景色はきれいです。"
"Lesson 27","昼間","ひるま","Daytime","白天","昼間は富士山が見えます。"
